region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,81.65
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,85.15
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,75.55
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,79.24
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,82.17
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,76.43
Canterbury,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,70.65
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4.77
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.04
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5.06
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.65
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5.39
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.2
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.09
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5.17
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4.79
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4.7
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4.6
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4.94
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,5.82
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,5.45
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6.25
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,5.41
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,4.75
Gisborne,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,4.41
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,21.25
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,22.85
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.05
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,25.46
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,23.83
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,23.29
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,23.29
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,20.19
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,19.78
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,19.63
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.37
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,17.98
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,19.3
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,17.69
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,18.66
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,17.45
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,16.7
Hawke's Bay,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,15.47
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,26.94
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,28.53
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,26.31
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,28.39
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,27.17
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,25.69
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,25.58
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,24.47
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.01
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,23.58
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,23.68
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,23.03
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,24.18
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,22.26
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,23.24
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,23.34
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,20.98
Manawatu-Whanganui,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,19.38
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.53
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.09
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.39
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.55
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.1
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.94
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.82
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8.38
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.63
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.54
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.27
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.22
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7.53
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6.73
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6.86
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,6.71
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,6
Marlborough,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,5.58
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,17.56
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,18.08
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,18.11
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,18.5
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,18.08
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,18.08
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,18.2
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,18.16
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.61
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,18.07
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,16.85
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,16.54
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,18.48
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,17.58
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,17.89
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,16.75
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,14.83
Northland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,13.76
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,32.06
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,33.37
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,32.69
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,35.74
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,33.66
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,31.35
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,30.77
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,31.08
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,31.21
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,31.55
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,32.17
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,31.33
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,34.51
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,28.63
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,31.54
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,33.76
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,32.63
Otago,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,30.12
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,10.47
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,11.07
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,10.46
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,11.08
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,11.14
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,10.5
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,10.63
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,10.74
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,9.6
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,9.31
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8.95
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.63
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,9.32
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8.3
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,8.53
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,8.86
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,7.66
Southland,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,7.11
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,14.85
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,15.77
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,15.57
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,16.03
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.11
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,15.64
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,15.54
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,14.59
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,13.67
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,13.32
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,12.71
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,12
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,13.48
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,12.69
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,12.45
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,12.24
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,11.01
Taranaki,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,10.21
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,14.62
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,15.83
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,16.01
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,17.41
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.87
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.4
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,16.44
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,16.44
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,15.59
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,15.28
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,15.53
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,15.69
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,16.96
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,15.48
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,14.76
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,14.91
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,13.04
Tasman/Nelson,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,12.08
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,54.27
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,56.07
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,57.22
Waikato,"Telecommunications, finance, rental, professional, administrative, arts and other services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,60.05
