region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,15.4
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,13.49
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,15.2
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,17.79
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,17.86
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,14.85
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,14.25
Tasman,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,14.71
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,69.21
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,70.21
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,69.92
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,71.65
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,73.27
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,72.03
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,67.56
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,64.35
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,65.25
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,67.49
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,156.06
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,78.25
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,73.7
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,76.71
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,81.11
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,79.34
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,75.2
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,77.97
Tasman/Nelson,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,77.75
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4605.7
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6680.29
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5271.52
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4220.02
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4157.8
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5209.69
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4142.75
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3798.71
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3869.13
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3354.21
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3443.64
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3486.6
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4105.93
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4199.64
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4699.99
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,2928.89
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,2295.48
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,3417.28
Waikato,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,2856.79
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,327.25
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,329.44
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,329.72
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,295.86
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,278.38
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,271.09
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,261.05
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,250.6
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,256.95
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,259.28
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,259.66
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,293.75
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,284.17
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,294.95
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,348.91
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,363.28
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,315.18
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,302.97
Wellington,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,303.87
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,18.15
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,18.4
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,18.64
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,18.8
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,18.47
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.79
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,16.01
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,18.72
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,18.97
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,15.87
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,15.71
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,17.72
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,15.89
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,25.36
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,26.45
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,18.65
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,18.33
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,19.16
West Coast,"Electricity, gas, water, and waste services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,19.56
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2113.88
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1689.24
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1151.08
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1351.74
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1176.65
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1058.21
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1218.13
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,880.63
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,844.48
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,11.42
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8.77
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,13.3
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.95
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,11.8
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,11.4
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,10.57
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,9.34
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,8.41
Auckland,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,8.78
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,18.9
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,63.83
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,137.11
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,110.79
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,114.04
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,114.41
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,108.02
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,109.07
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,105.5
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,88.18
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,86.82
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,77.75
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,76.05
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,94.01
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,85.41
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,89.23
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,65.14
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,70.56
Bay of Plenty,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,64.28
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.78
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,13
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,10.14
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,9.43
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,8.37
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8.72
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7.82
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8.85
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,9.72
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,9.08
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.64
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,9.78
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,5.99
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.63
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6.84
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,6.13
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,4.81
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,4.32
Canterbury,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,4.44
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,0.53
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,0.52
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,0.43
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1.19
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1.1
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,0.83
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,0.82
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,0.84
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,0.77
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,0.67
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1.17
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,0.48
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,0.42
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,0.39
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,0.34
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,0.29
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,0.26
Gisborne,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,0.28
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4.86
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,46.55
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,11.74
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.53
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4.88
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.19
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.68
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5.69
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4.55
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.07
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.54
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,12.22
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4.94
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,102.41
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,24.15
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,8.86
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2023,6.31
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2024,23.68
Hawke's Bay,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2025,6.97
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2.85
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2.33
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1.87
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1.78
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2.06
Manawatu-Whanganui,"Electricity, gas, water, and waste services",Electricity generation and gas supply,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2.1
