Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
GFSA.SGS02G05Z623014,2012.06,19759,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2013.06,19678,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2014.06,20953,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2015.06,22723,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2016.06,23767,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2017.06,23787,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2018.06,24096,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2019.06,24241,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2020.06,27821,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2021.06,30421,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2022.06,29467,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2023.06,33784,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2024.06,39711,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623014,2025.06,44904,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Loans,,,,Dollars,6
GFSA.SGS02G05Z623015,2009.06,15830,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2010.06,16790,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2011.06,18284,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2012.06,18677,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2013.06,21879,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2014.06,25358,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2015.06,31220,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2016.06,31051,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2017.06,38278,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2018.06,44124,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2019.06,49302,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2020.06,46571,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2021.06,62672,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2022.06,61768,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2023.06,63957,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2024.06,68875,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623015,2025.06,74630,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Shares and other equity,,,,Dollars,6
GFSA.SGS02G05Z623016,2009.06,0,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2010.06,0,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2011.06,4229,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2012.06,4074,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2013.06,2810,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2014.06,1228,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2015.06,966,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2016.06,535,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2017.06,207,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2018.06,229,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2019.06,470,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2020.06,524,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2021.06,200,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2022.06,150,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2023.06,130,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2024.06,137,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623016,2025.06,111,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Insurance technical reserves,,,,Dollars,6
GFSA.SGS02G05Z623017,2009.06,45254,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2010.06,45451,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2011.06,49523,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2012.06,41577,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2013.06,42123,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2014.06,40460,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2015.06,43891,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2016.06,47822,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2017.06,52063,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2018.06,53870,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2019.06,61084,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2020.06,61359,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2021.06,69893,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2022.06,81942,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2023.06,80672,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2024.06,85220,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623017,2025.06,86568,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Equity accounted investments,,,,Dollars,6
GFSA.SGS02G05Z623022,2009.06,2473,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2010.06,2141,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2011.06,3184,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2012.06,3041,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2013.06,2585,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2014.06,2653,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2015.06,1911,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2016.06,4490,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2017.06,3266,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2018.06,2384,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2019.06,4443,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2020.06,7206,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2021.06,4083,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2022.06,4742,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2023.06,5778,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2024.06,4751,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623022,2025.06,5266,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Financial derivatives,,,,Dollars,6
GFSA.SGS02G05Z623023,2009.06,15767,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2010.06,14179,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2011.06,16724,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2012.06,16085,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2013.06,17097,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2014.06,17089,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2015.06,18009,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2016.06,17489,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2017.06,19597,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2018.06,21837,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2019.06,24133,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2020.06,26657,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2021.06,28511,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2022.06,38833,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2023.06,36340,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2024.06,39844,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623023,2025.06,38233,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Other accounts receivable,,,,Dollars,6
GFSA.SGS02G05Z623025,2009.06,454,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2010.06,2199,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2011.06,2168,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2012.06,2249,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2013.06,2291,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2014.06,2142,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2015.06,2299,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2016.06,1897,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2017.06,1837,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2018.06,2053,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2019.06,2327,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2020.06,2538,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2021.06,2479,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2022.06,5324,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2023.06,5588,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2024.06,5522,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z623025,2025.06,5720,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Special drawing rights (SDRs),,,,Dollars,6
GFSA.SGS02G05Z629999,2009.06,126491,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2010.06,131349,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2011.06,153082,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2012.06,145456,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2013.06,146529,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2014.06,149605,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2015.06,164051,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2016.06,172755,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2017.06,188444,FINAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2018.06,197825,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2019.06,209867,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2020.06,236464,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2021.06,289355,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2022.06,308260,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2023.06,299889,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2024.06,326069,REVISED,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G05Z629999,2025.06,336545,PROVISIONAL,"General Government, Balance Sheet, Financial Assets",Government Financial Statistics - GFS,Financial assets,Total,,,,Dollars,6
GFSA.SGS02G06Z616111,2009.06,103827,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2010.06,105633,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2011.06,107103,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2012.06,110956,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2013.06,114185,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2014.06,121189,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2015.06,127441,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2016.06,133350,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2017.06,143978,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2018.06,157413,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2019.06,171133,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2020.06,180433,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2021.06,196550,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2022.06,232633,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2023.06,259187,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2024.06,276226,REVISED,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616111,2025.06,285341,PROVISIONAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Buildings and structures,,,Dollars,6
GFSA.SGS02G06Z616112,2009.06,5293,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2010.06,5856,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2011.06,5337,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2012.06,5259,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2013.06,5250,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2014.06,5329,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
GFSA.SGS02G06Z616112,2015.06,5475,FINAL,"General Government, Balance Sheet, Fixed Assets",Government Financial Statistics - GFS,Non-financial assets,Fixed assets,Machinery and equipment,,,Dollars,6
