year,nzsioc,nzsioc_descriptor,nzsioc_descriptor2,variable,units,magnitude,source,data_value
2021,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2021,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,248780.58
2021,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,82205.13
2021,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,587.7
2021,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2021,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,25713.87
2021,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2021,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,5.11
2021,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,28538.98
2022,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,254.58
2022,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.68
2022,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,97.44
2022,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2022,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2022,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.61
2022,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.44
2022,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2022,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,254578.86
2022,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,97438.36
2022,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,681.91
2022,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2022,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,25613.61
2022,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2022,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,4.18
2022,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,28437.79
2023,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,212.44
2023,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.45
2023,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,114.67
2023,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2023,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2023,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20.08
2023,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.9
2023,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2023,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,212439.79
2023,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,114672.53
2023,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,454.03
2023,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2023,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,20080.91
2023,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2023,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,4.04
2023,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,22904.95
2024,QQ1,Health care and social assistance,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,195.46
2024,QQ1,Health care and social assistance,,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.4
2024,QQ1,Health care and social assistance,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,142.26
2024,QQ1,Health care and social assistance,,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.82
2024,QQ1,Health care and social assistance,,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0
2024,QQ1,Health care and social assistance,,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.89
2024,QQ1,Health care and social assistance,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,19.71
2024,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2024,QQ1,Health care and social assistance,,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,195456.4
2024,QQ1,Health care and social assistance,,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,142263.5
2024,QQ1,Health care and social assistance,,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,397.19
2024,QQ1,Health care and social assistance,,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2024,QQ1,Health care and social assistance,,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,16887.29
2024,QQ1,Health care and social assistance,,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,2820
2024,QQ1,Health care and social assistance,,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,0.2
2024,QQ1,Health care and social assistance,,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,19707.49
2007,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,103.61
2007,RSZ,"Arts, recreation, and other services",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.01
2007,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.29
2007,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.36
2007,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,7.36
2007,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,103609.86
2007,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1292.7
2007,RSZ,"Arts, recreation, and other services",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,5006.62
2007,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,7359.23
2007,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2007,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,7359.23
2008,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,102.9
2008,RSZ,"Arts, recreation, and other services",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2.46
2008,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.74
2008,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.83
2008,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,8.83
2008,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,102900.62
2008,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,739.95
2008,RSZ,"Arts, recreation, and other services",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,2464.12
2008,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,8825.7
2008,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2008,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,8825.7
2009,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,84.02
2009,RSZ,"Arts, recreation, and other services",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.05
2009,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2009,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10
2009,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10
2009,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,84016.94
2009,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1069.22
2009,RSZ,"Arts, recreation, and other services",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,4051.3
2009,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,10003.89
2009,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2009,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,10003.89
2010,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,100.53
2010,RSZ,"Arts, recreation, and other services",,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.84
2010,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.08
2010,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.74
2010,RSZ,"Arts, recreation, and other services",,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,9.74
2010,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,
2010,RSZ,"Arts, recreation, and other services",,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,100530.8
2010,RSZ,"Arts, recreation, and other services",,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1079.25
2010,RSZ,"Arts, recreation, and other services",,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3843.5
2010,RSZ,"Arts, recreation, and other services",,Carbon dioxide from biomass,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,RSZ,"Arts, recreation, and other services",,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,9741.26
2010,RSZ,"Arts, recreation, and other services",,Sulphur hexafluoride,Tonnes,Carbon dioxide equivalents,Environmental accounts,
2010,RSZ,"Arts, recreation, and other services",,Perfluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,
